Call_ID,Timestamp,Agent_ID,Team,Supervisor_ID,IVR_Path,Duration,Resolved,Transferred,Customer_Utterance,Customer_ID,Sentiment,Escalation,Bot_Failure_Reason
C1004,2025-04-20 13:40:28.275584,A103,Team_4,S10,Start>Sales>Agent,135,False,True,My internet isn’t working,CUST4445,neutral,False,
C1005,2025-04-06 11:51:21.574640,A120,Team_4,S11,Start>Billing,365,True,False,What is this extra charge?,CUST1515,positive,False,complex_request
C1006,2025-04-26 11:33:00.870414,A115,Team_5,S14,Start>Agent,65,True,True,My service is down,CUST5169,negative,True,
C1007,2025-04-07 22:52:15.730387,A117,Team_1,S14,Start>Agent,839,True,True,I want to update my account details,CUST6978,positive,True,
C1008,2025-04-08 22:19:11.326197,A110,Team_2,S11,Start>TechSupport>Agent,805,True,True,I can't log in,CUST5483,neutral,True,
C1009,2025-04-01 23:59:15.938519,A122,Team_5,S12,Start>Sales,823,False,False,How do I change my plan?,CUST9399,negative,True,complex_request
C1010,2025-04-26 05:49:20.445566,A105,Team_2,S12,Start>Sales>Agent,165,False,True,What is this extra charge?,CUST4372,negative,False,
C1011,2025-04-24 04:43:21.613285,A128,Team_4,S13,Start>Account>Agent,895,False,True,Where is my refund?,CUST2762,neutral,False,
C1012,2025-04-24 23:07:07.680780,A118,Team_3,S12,Start>TechSupport>Agent,520,True,True,I need help with my bill,CUST9378,positive,False,
C1013,2025-04-11 07:18:44.348674,A119,Team_5,S12,Start>Sales>Agent,90,True,True,What is this extra charge?,CUST6286,neutral,True,
C1014,2025-04-15 18:04:24.828399,A107,Team_1,S11,Start>Account,440,True,False,I want to talk to a human,CUST3003,positive,True,complex_request
C1015,2025-04-14 10:21:09.486215,A106,Team_4,S14,Start>Account,298,True,False,How do I change my plan?,CUST5646,neutral,True,no_match
C1016,2025-04-09 20:57:55.402193,A117,Team_3,S14,Start>TechSupport>Agent,647,False,True,How do I change my plan?,CUST6206,negative,True,
C1017,2025-04-26 13:46:07.592514,A101,Team_4,S13,Start>Billing>Agent,341,False,True,My internet isn’t working,CUST3033,neutral,False,
C1018,2025-04-08 14:19:10.309631,A107,Team_5,S10,Start>Account>Agent,78,True,True,Can I cancel my service?,CUST5659,positive,False,
C1019,2025-04-10 08:35:23.376210,A128,Team_5,S14,Start>Billing>Agent,405,True,True,My internet isn’t working,CUST8698,positive,False,
C1020,2025-04-11 15:52:23.703417,A108,Team_3,S12,Start>Sales>Agent,141,False,True,Can I cancel my service?,CUST1771,positive,False,
C1021,2025-04-04 17:12:53.078400,A127,Team_1,S12,Start>TechSupport>Agent,89,True,True,I need help with my bill,CUST1170,positive,False,
C1022,2025-04-03 05:24:11.187497,A107,Team_2,S10,Start>TechSupport,801,False,False,My service is down,CUST1080,negative,True,complex_request
C1023,2025-04-11 05:43:52.366835,A128,Team_1,S10,Start>Billing>Agent,371,True,True,I can't log in,CUST6395,neutral,False,
C1024,2025-04-02 00:39:46.340701,A122,Team_2,S11,Start>Sales,182,True,False,I want to talk to a human,CUST3424,neutral,False,ambiguous_query
C1025,2025-04-20 01:52:43.186201,A121,Team_1,S14,Start>Agent,306,False,True,Can I cancel my service?,CUST5596,positive,False,
C1026,2025-04-15 10:38:17.044728,A102,Team_3,S12,Start>TechSupport>Agent,421,True,True,I want to update my account details,CUST2278,positive,False,
C1027,2025-04-18 07:27:26.957172,A106,Team_1,S11,Start>Sales,898,False,False,I want to update my account details,CUST8989,positive,True,
C1028,2025-04-28 07:11:18.272649,A124,Team_5,S14,Start>Account,838,False,False,Can I cancel my service?,CUST3523,negative,True,no_input
C1029,2025-04-03 16:15:34.524513,A107,Team_3,S13,Start>Sales,695,True,False,How do I change my plan?,CUST4079,positive,False,no_input
C1030,2025-04-02 21:34:19.410669,A121,Team_3,S14,Start>TechSupport>Agent,210,False,True,My internet isn’t working,CUST2805,positive,False,
C1031,2025-04-07 05:15:27.252426,A108,Team_1,S13,Start>Agent,523,False,True,I can't log in,CUST2938,negative,True,
C1032,2025-04-04 10:12:50.262340,A113,Team_2,S11,Start>Sales>Agent,574,False,True,My service is down,CUST6467,positive,False,
C1033,2025-04-06 23:08:34.045099,A103,Team_1,S13,Start>Sales>Agent,258,False,True,I want to update my account details,CUST7597,positive,False,
C1034,2025-04-11 20:25:55.116086,A116,Team_4,S10,Start>Billing>Agent,721,True,True,My internet isn’t working,CUST4597,positive,True,
C1035,2025-04-29 00:32:24.386946,A107,Team_1,S14,Start>TechSupport>Agent,342,True,True,Where is my refund?,CUST7628,positive,True,
C1036,2025-04-10 18:18:36.218205,A123,Team_3,S13,Start>TechSupport,235,True,False,I want to talk to a human,CUST5718,neutral,False,no_match
C1037,2025-04-21 13:21:49.997712,A103,Team_2,S14,Start>Sales,816,False,False,I want to update my account details,CUST3789,positive,True,no_input
C1038,2025-04-27 06:11:41.208177,A105,Team_3,S13,Start>Billing,73,False,False,How do I change my plan?,CUST6473,positive,False,no_match
C1039,2025-04-28 11:01:36.879622,A105,Team_1,S14,Start>Account,545,True,False,Can I cancel my service?,CUST5055,neutral,True,no_match
C1040,2025-04-18 14:58:21.552751,A118,Team_3,S11,Start>Agent,575,True,True,What is this extra charge?,CUST2538,positive,False,
C1041,2025-04-06 12:34:04.467953,A115,Team_3,S14,Start>Account>Agent,739,False,True,I can't log in,CUST6968,neutral,False,
C1042,2025-04-10 11:34:34.327298,A122,Team_3,S14,Start>Sales,175,False,False,My service is down,CUST1339,positive,False,no_input
C1043,2025-04-27 20:58:05.091402,A121,Team_2,S12,Start>Sales,91,True,False,Where is my refund?,CUST8056,positive,True,no_input
C1044,2025-04-11 13:42:53.589899,A129,Team_4,S10,Start>Account>Agent,701,False,True,My service is down,CUST3866,positive,False,
C1045,2025-04-15 00:35:23.131839,A112,Team_5,S13,Start>Account>Agent,376,True,True,I need help with my bill,CUST9520,neutral,True,
C1046,2025-04-20 00:27:39.437742,A125,Team_4,S14,Start>Account,355,True,False,I need help with my bill,CUST9174,negative,True,ambiguous_query
C1047,2025-04-26 00:08:54.815253,A121,Team_2,S14,Start>Account>Agent,698,True,True,I can't log in,CUST8976,positive,False,
C1048,2025-04-09 17:50:50.586087,A114,Team_1,S11,Start>Account>Agent,667,True,True,I need help with my bill,CUST9001,positive,False,
C1049,2025-04-26 06:03:29.913216,A121,Team_1,S10,Start>Account>Agent,201,False,True,I can't log in,CUST9224,neutral,True,
C1050,2025-04-17 01:32:56.894299,A122,Team_3,S11,Start>TechSupport,502,True,False,I can't log in,CUST4585,positive,False,no_input
C1051,2025-04-01 17:00:04.486717,A125,Team_4,S13,Start>Sales>Agent,160,False,True,I can't log in,CUST6091,positive,False,
C1052,2025-04-06 09:15:05.256116,A125,Team_5,S11,Start>TechSupport,316,True,False,How do I change my plan?,CUST4268,positive,True,complex_request
C1053,2025-04-07 02:36:35.055164,A118,Team_4,S14,Start>Billing,444,False,False,My internet isn’t working,CUST3270,neutral,False,
C1054,2025-04-23 08:33:37.398542,A129,Team_3,S13,Start>Account,497,False,False,How do I change my plan?,CUST7721,neutral,True,ambiguous_query
C1055,2025-04-15 12:53:20.680406,A102,Team_2,S14,Start>Account>Agent,865,True,True,Where is my refund?,CUST9391,positive,False,
C1056,2025-04-13 08:20:33.952299,A124,Team_4,S11,Start>Sales>Agent,746,True,True,Can I cancel my service?,CUST9487,neutral,True,
C1057,2025-04-20 22:59:19.888510,A101,Team_3,S10,Start>Account,668,True,False,I can't log in,CUST8888,neutral,True,no_match
C1058,2025-04-22 17:39:08.110611,A123,Team_5,S14,Start>Billing>Agent,778,True,True,My service is down,CUST3361,neutral,False,
C1059,2025-04-16 18:02:47.025014,A107,Team_2,S12,Start>Account>Agent,796,True,True,Can I cancel my service?,CUST4288,positive,True,
C1060,2025-04-27 10:12:11.036265,A119,Team_1,S14,Start>TechSupport>Agent,313,True,True,My internet isn’t working,CUST8761,positive,False,
C1061,2025-04-02 03:10:45.961965,A101,Team_1,S12,Start>Sales>Agent,555,True,True,I want to update my account details,CUST9957,positive,False,
C1062,2025-04-17 01:47:32.863888,A113,Team_2,S10,Start>Billing,205,True,False,What is this extra charge?,CUST9380,neutral,True,ambiguous_query
C1063,2025-04-30 07:36:07.026159,A115,Team_3,S12,Start>TechSupport>Agent,662,False,True,I want to talk to a human,CUST5508,positive,True,
C1064,2025-04-17 17:22:32.703738,A113,Team_4,S11,Start>Billing>Agent,350,False,True,My internet isn’t working,CUST7380,positive,False,
C1065,2025-04-23 13:03:10.008748,A120,Team_5,S13,Start>Billing>Agent,423,True,True,Can I cancel my service?,CUST8509,positive,True,
C1066,2025-04-30 16:24:04.029549,A116,Team_5,S11,Start>Account,783,False,False,My service is down,CUST2028,positive,True,complex_request
C1067,2025-04-26 16:45:59.397979,A120,Team_5,S12,Start>Sales,792,True,False,I can't log in,CUST5963,negative,True,ambiguous_query
C1068,2025-04-22 02:56:08.088552,A112,Team_4,S14,Start>Billing,649,False,False,What is this extra charge?,CUST6309,neutral,False,
C1069,2025-04-26 16:48:28.723222,A119,Team_4,S10,Start>Billing>Agent,90,True,True,I want to update my account details,CUST2581,neutral,False,
C1070,2025-04-09 05:05:45.253139,A110,Team_2,S11,Start>TechSupport>Agent,238,False,True,How do I change my plan?,CUST2054,positive,False,
C1071,2025-04-28 16:26:39.828117,A101,Team_1,S13,Start>Account,681,True,False,What is this extra charge?,CUST6261,positive,False,ambiguous_query
C1072,2025-04-21 14:17:50.160148,A104,Team_5,S14,Start>TechSupport,260,False,False,Can I cancel my service?,CUST8168,neutral,True,no_input
C1073,2025-04-08 01:43:16.713191,A123,Team_2,S13,Start>Agent,888,True,True,My internet isn’t working,CUST1397,neutral,True,
C1074,2025-04-27 10:22:33.736061,A101,Team_2,S10,Start>Account,852,False,False,Where is my refund?,CUST9955,negative,False,no_input
C1075,2025-04-02 06:13:55.852475,A121,Team_5,S13,Start>TechSupport,272,False,False,My service is down,CUST6768,positive,True,no_match
C1076,2025-04-23 02:30:32.191831,A114,Team_4,S13,Start>TechSupport>Agent,642,True,True,What is this extra charge?,CUST9474,positive,True,
C1077,2025-04-06 01:34:15.494448,A107,Team_1,S14,Start>Agent,398,True,True,I want to update my account details,CUST5749,negative,False,
C1078,2025-04-26 02:45:05.165337,A122,Team_3,S10,Start>Billing,354,True,False,My service is down,CUST4955,negative,False,ambiguous_query
C1079,2025-04-23 07:47:47.283575,A119,Team_1,S14,Start>TechSupport>Agent,656,False,True,I can't log in,CUST1491,positive,False,
C1080,2025-04-09 18:50:50.113510,A106,Team_3,S10,Start>Billing,269,False,False,I need help with my bill,CUST4860,neutral,True,complex_request
C1081,2025-04-20 03:32:01.172883,A102,Team_4,S14,Start>TechSupport>Agent,624,False,True,What is this extra charge?,CUST5432,neutral,True,
C1082,2025-04-22 14:13:04.119708,A115,Team_5,S11,Start>Account,501,False,False,I can't log in,CUST4731,positive,True,no_match
C1083,2025-04-04 20:13:42.986048,A124,Team_2,S14,Start>Sales>Agent,758,True,True,My service is down,CUST8899,positive,False,
C1084,2025-04-22 15:38:38.148279,A113,Team_4,S14,Start>Billing,178,False,False,My internet isn’t working,CUST7024,positive,False,ambiguous_query
C1085,2025-04-02 02:52:16.373193,A129,Team_1,S11,Start>TechSupport,154,True,False,I want to update my account details,CUST7767,neutral,True,no_match
C1086,2025-04-16 20:43:50.849530,A127,Team_2,S10,Start>TechSupport>Agent,118,True,True,Can I cancel my service?,CUST3958,positive,False,
C1087,2025-04-05 06:45:30.285455,A119,Team_2,S12,Start>Billing,680,False,False,Can I cancel my service?,CUST3005,neutral,True,complex_request
C1088,2025-04-06 07:59:21.472980,A117,Team_2,S13,Start>Account,285,False,False,I can't log in,CUST7011,neutral,False,no_input
C1089,2025-04-17 16:57:37.571764,A116,Team_3,S12,Start>Agent,575,True,True,I need help with my bill,CUST6679,negative,False,
C1090,2025-04-16 10:14:11.402154,A102,Team_2,S11,Start>Agent,296,False,True,My service is down,CUST4453,positive,True,
C1091,2025-04-22 18:57:21.583935,A107,Team_4,S13,Start>TechSupport>Agent,81,False,True,I need help with my bill,CUST5428,positive,False,
C1092,2025-04-13 04:09:40.802947,A126,Team_1,S10,Start>Account>Agent,684,False,True,Can I cancel my service?,CUST1308,negative,False,
C1093,2025-04-02 21:02:37.426310,A101,Team_2,S11,Start>Sales>Agent,248,False,True,My service is down,CUST1856,neutral,True,
C1094,2025-04-10 23:12:31.839566,A129,Team_1,S14,Start>Account,328,True,False,I need help with my bill,CUST6586,neutral,False,ambiguous_query
C1095,2025-04-29 06:39:03.864961,A125,Team_1,S10,Start>Agent,457,False,True,My service is down,CUST8594,neutral,False,
C1096,2025-04-10 00:35:43.202194,A112,Team_4,S11,Start>Billing,75,False,False,I can't log in,CUST2401,negative,False,complex_request
C1097,2025-04-06 02:39:16.033226,A118,Team_4,S10,Start>Account>Agent,430,False,True,I can't log in,CUST1202,positive,False,
C1098,2025-04-19 13:28:17.482448,A127,Team_2,S13,Start>Sales,77,False,False,I need help with my bill,CUST8642,positive,False,ambiguous_query
C1099,2025-04-12 14:14:51.423100,A120,Team_5,S11,Start>Sales>Agent,119,True,True,I can't log in,CUST6145,negative,False,
C1100,2025-04-24 02:35:42.636698,A108,Team_3,S12,Start>Sales,190,True,False,What is this extra charge?,CUST3406,negative,True,no_input
C1101,2025-04-07 01:27:22.902349,A103,Team_1,S11,Start>Agent,510,False,True,I need help with my bill,CUST4734,positive,False,
C1102,2025-04-30 05:22:28.240912,A100,Team_3,S14,Start>Billing>Agent,674,True,True,I want to talk to a human,CUST2788,positive,False,
C1103,2025-04-22 13:46:14.314518,A116,Team_1,S11,Start>TechSupport,393,False,False,How do I change my plan?,CUST2169,neutral,False,no_input
C1104,2025-04-27 02:48:00.880179,A100,Team_3,S14,Start>Account,403,False,False,I want to talk to a human,CUST8711,negative,False,
C1105,2025-04-24 22:34:04.992275,A100,Team_2,S12,Start>Billing>Agent,357,True,True,Where is my refund?,CUST1418,positive,True,
C1106,2025-04-17 23:37:46.768097,A116,Team_5,S14,Start>Account,280,False,False,Where is my refund?,CUST1534,neutral,True,ambiguous_query
C1107,2025-04-11 02:31:40.623418,A124,Team_1,S10,Start>TechSupport,638,False,False,My service is down,CUST2986,negative,True,
C1108,2025-04-04 19:26:50.278738,A115,Team_5,S14,Start>Sales,384,False,False,I want to update my account details,CUST5801,negative,False,no_input
C1109,2025-04-08 21:48:17.260520,A125,Team_3,S11,Start>Sales,382,True,False,I want to update my account details,CUST8291,neutral,False,complex_request
C1110,2025-04-15 01:31:02.397949,A102,Team_3,S14,Start>Agent,138,False,True,Can I cancel my service?,CUST4774,neutral,False,
C1111,2025-04-24 05:56:45.806321,A118,Team_2,S14,Start>TechSupport,855,False,False,Where is my refund?,CUST3263,neutral,False,complex_request
C1112,2025-04-12 08:23:38.526967,A110,Team_1,S10,Start>Sales>Agent,491,True,True,Where is my refund?,CUST9096,neutral,True,
C1113,2025-04-07 18:53:51.707928,A128,Team_4,S10,Start>Billing,183,False,False,I can't log in,CUST8698,neutral,True,no_match
C1114,2025-04-21 17:23:31.382764,A126,Team_4,S10,Start>Billing,134,True,False,My service is down,CUST9672,negative,False,complex_request
C1115,2025-04-14 14:30:51.967842,A104,Team_4,S14,Start>TechSupport,789,False,False,My internet isn’t working,CUST6518,negative,False,
C1116,2025-04-26 21:05:24.574631,A119,Team_5,S10,Start>Billing>Agent,135,False,True,Can I cancel my service?,CUST7699,neutral,False,
C1117,2025-04-15 07:13:00.205087,A124,Team_4,S11,Start>Billing,801,True,False,What is this extra charge?,CUST1127,neutral,False,ambiguous_query
C1118,2025-04-22 14:03:27.201873,A112,Team_3,S13,Start>Billing,580,False,False,My internet isn’t working,CUST4805,positive,False,no_match
C1119,2025-04-16 00:01:53.471457,A118,Team_5,S14,Start>Agent,496,False,True,I want to talk to a human,CUST7292,positive,True,
C1120,2025-04-02 03:15:24.933169,A101,Team_2,S13,Start>Agent,344,False,True,My internet isn’t working,CUST6690,positive,True,
C1121,2025-04-09 07:36:25.190925,A108,Team_4,S13,Start>TechSupport,233,False,False,I can't log in,CUST2738,negative,False,no_input
C1122,2025-04-08 17:52:54.157045,A103,Team_2,S14,Start>Agent,832,True,True,I need help with my bill,CUST1651,negative,True,
C1123,2025-04-17 19:19:48.453057,A115,Team_1,S12,Start>TechSupport,348,False,False,Can I cancel my service?,CUST9534,positive,False,complex_request
C1124,2025-04-16 08:39:15.377260,A129,Team_1,S10,Start>Sales,502,False,False,I can't log in,CUST2423,negative,False,no_match
C1125,2025-04-11 15:17:23.467231,A111,Team_1,S11,Start>TechSupport>Agent,394,True,True,My service is down,CUST6494,positive,True,
C1126,2025-04-20 16:55:58.791991,A128,Team_1,S13,Start>TechSupport>Agent,782,False,True,I want to update my account details,CUST1583,negative,True,
C1127,2025-04-29 02:18:00.631779,A104,Team_5,S13,Start>TechSupport,749,True,False,I can't log in,CUST8702,positive,True,ambiguous_query
C1128,2025-04-29 13:57:49.015896,A109,Team_2,S11,Start>TechSupport>Agent,588,True,True,I need help with my bill,CUST8115,positive,True,
C1129,2025-04-14 12:59:33.136062,A101,Team_4,S12,Start>Sales>Agent,706,True,True,I want to talk to a human,CUST8933,neutral,True,
C1130,2025-04-01 20:13:23.230078,A126,Team_2,S12,Start>Sales,561,False,False,Where is my refund?,CUST6851,neutral,False,no_match
C1131,2025-04-04 00:52:46.513533,A107,Team_1,S12,Start>Sales>Agent,517,False,True,I want to update my account details,CUST7960,positive,False,
C1132,2025-04-08 04:04:22.827718,A121,Team_1,S12,Start>Sales>Agent,781,True,True,Can I cancel my service?,CUST9014,neutral,True,
C1133,2025-04-07 02:16:24.158992,A109,Team_3,S14,Start>TechSupport,861,False,False,I need help with my bill,CUST6295,positive,False,ambiguous_query
C1134,2025-04-29 03:35:05.414505,A112,Team_4,S13,Start>Sales>Agent,326,True,True,I can't log in,CUST8954,neutral,False,
C1135,2025-04-13 19:06:26.002805,A109,Team_4,S13,Start>TechSupport,646,True,False,My service is down,CUST4378,neutral,True,
C1136,2025-04-05 13:37:42.852807,A119,Team_3,S11,Start>Agent,80,True,True,How do I change my plan?,CUST2478,neutral,False,
C1137,2025-04-25 23:26:16.839707,A124,Team_5,S10,Start>Billing>Agent,591,True,True,I want to talk to a human,CUST9773,positive,True,
C1138,2025-04-14 11:02:22.716873,A127,Team_2,S12,Start>Billing,442,False,False,How do I change my plan?,CUST4532,neutral,True,no_match
C1139,2025-04-05 13:37:01.951593,A101,Team_1,S14,Start>TechSupport>Agent,573,False,True,Can I cancel my service?,CUST1692,positive,False,
C1140,2025-04-14 22:30:57.556100,A107,Team_2,S10,Start>Account>Agent,827,True,True,How do I change my plan?,CUST7565,positive,False,
C1141,2025-04-24 05:12:55.909921,A102,Team_1,S14,Start>Sales>Agent,80,True,True,My service is down,CUST3487,positive,False,
C1142,2025-04-12 01:30:24.120329,A126,Team_5,S12,Start>Account,495,True,False,I can't log in,CUST5490,neutral,True,complex_request
C1143,2025-04-29 03:28:14.339145,A120,Team_5,S13,Start>Sales>Agent,358,False,True,My internet isn’t working,CUST4641,negative,False,
C1144,2025-04-23 15:13:40.589837,A109,Team_5,S14,Start>TechSupport,451,True,False,Can I cancel my service?,CUST7449,negative,True,ambiguous_query
C1145,2025-04-27 00:50:18.520311,A107,Team_5,S10,Start>Sales>Agent,849,True,True,Can I cancel my service?,CUST7059,neutral,True,
C1146,2025-04-01 23:23:01.843346,A110,Team_2,S10,Start>TechSupport>Agent,634,True,True,I want to update my account details,CUST9025,neutral,True,
C1147,2025-04-03 00:11:09.159559,A112,Team_5,S13,Start>Agent,800,True,True,I need help with my bill,CUST9084,positive,False,
C1148,2025-04-12 02:17:19.192432,A126,Team_2,S10,Start>Account,765,False,False,I need help with my bill,CUST5393,neutral,False,
C1149,2025-04-21 17:07:19.255793,A115,Team_3,S11,Start>Account,532,False,False,My service is down,CUST2334,negative,False,no_match
C1150,2025-04-24 17:59:24.840288,A112,Team_2,S10,Start>Billing,592,True,False,What is this extra charge?,CUST4233,neutral,True,no_match
C1151,2025-04-30 17:36:52.191418,A128,Team_4,S13,Start>Billing,701,False,False,What is this extra charge?,CUST9963,neutral,True,complex_request
C1152,2025-04-25 15:47:22.655572,A103,Team_4,S12,Start>Account>Agent,595,False,True,Where is my refund?,CUST7088,neutral,True,
C1153,2025-04-23 07:45:54.490386,A109,Team_5,S11,Start>Account,591,False,False,Can I cancel my service?,CUST8583,positive,False,no_input
C1154,2025-04-05 14:01:58.445968,A105,Team_5,S13,Start>Billing>Agent,385,False,True,What is this extra charge?,CUST3463,neutral,True,
C1155,2025-04-06 08:58:00.166983,A122,Team_2,S11,Start>TechSupport>Agent,610,False,True,I want to talk to a human,CUST2551,positive,False,
C1156,2025-04-17 03:17:51.799083,A102,Team_3,S14,Start>TechSupport,413,True,False,I want to update my account details,CUST5498,positive,False,
C1157,2025-04-17 10:29:12.395976,A123,Team_3,S12,Start>Sales>Agent,320,True,True,My internet isn’t working,CUST3497,positive,True,
C1158,2025-04-02 05:08:20.004358,A105,Team_3,S14,Start>TechSupport>Agent,189,False,True,I want to talk to a human,CUST5542,negative,False,
C1159,2025-04-28 20:22:13.395286,A105,Team_1,S11,Start>TechSupport,153,True,False,What is this extra charge?,CUST3700,neutral,True,complex_request
C1160,2025-04-25 15:55:37.613931,A102,Team_1,S11,Start>Agent,886,False,True,How do I change my plan?,CUST8728,positive,True,
C1161,2025-04-03 12:50:08.653257,A117,Team_4,S13,Start>Sales>Agent,783,False,True,I want to talk to a human,CUST6107,negative,False,
C1162,2025-04-25 13:53:07.016509,A128,Team_5,S11,Start>Billing,708,False,False,What is this extra charge?,CUST8163,neutral,False,complex_request
C1163,2025-04-26 05:40:47.615932,A121,Team_1,S14,Start>Sales>Agent,727,False,True,What is this extra charge?,CUST1414,negative,False,
C1164,2025-04-06 01:13:41.233775,A123,Team_4,S11,Start>Agent,255,False,True,I want to talk to a human,CUST3932,negative,True,
C1165,2025-04-22 08:59:33.558791,A114,Team_3,S14,Start>TechSupport,65,False,False,I want to talk to a human,CUST2541,negative,False,
C1166,2025-04-09 04:01:49.338643,A129,Team_1,S14,Start>Account>Agent,94,False,True,Can I cancel my service?,CUST7525,positive,False,
C1167,2025-04-07 06:52:23.301007,A120,Team_1,S14,Start>Billing>Agent,795,False,True,Where is my refund?,CUST8446,neutral,False,
C1168,2025-04-17 12:03:36.484367,A101,Team_3,S10,Start>Billing,782,True,False,What is this extra charge?,CUST2356,neutral,True,no_match
C1169,2025-04-17 03:54:34.334782,A114,Team_1,S12,Start>TechSupport>Agent,617,False,True,I want to update my account details,CUST1273,positive,False,
C1170,2025-04-19 11:52:16.601826,A128,Team_5,S12,Start>Agent,74,False,True,How do I change my plan?,CUST2007,positive,True,
C1171,2025-04-29 21:05:17.689906,A102,Team_2,S13,Start>Billing>Agent,342,True,True,My service is down,CUST7705,positive,True,
C1172,2025-04-13 01:41:33.707454,A108,Team_5,S12,Start>TechSupport>Agent,409,False,True,Where is my refund?,CUST2410,neutral,False,
C1173,2025-04-29 11:33:49.416342,A103,Team_1,S11,Start>TechSupport>Agent,250,False,True,Where is my refund?,CUST1329,neutral,True,
C1174,2025-04-19 01:42:01.263531,A120,Team_3,S13,Start>TechSupport>Agent,801,True,True,I can't log in,CUST4130,neutral,True,
C1175,2025-04-05 07:44:09.664344,A101,Team_4,S12,Start>Billing,345,True,False,Where is my refund?,CUST6169,neutral,True,complex_request
C1176,2025-04-15 12:18:10.244423,A128,Team_2,S11,Start>Account>Agent,325,False,True,I can't log in,CUST2514,neutral,False,
C1177,2025-04-20 00:03:47.064928,A124,Team_5,S13,Start>Billing,97,False,False,What is this extra charge?,CUST9813,neutral,False,complex_request
C1178,2025-04-02 08:48:24.547366,A120,Team_3,S11,Start>Account,776,False,False,My internet isn’t working,CUST9409,neutral,False,no_input
C1179,2025-04-27 23:08:26.801618,A114,Team_3,S10,Start>TechSupport>Agent,589,True,True,Can I cancel my service?,CUST3290,neutral,False,
C1180,2025-04-19 01:46:45.966700,A118,Team_4,S14,Start>Billing>Agent,390,True,True,I want to talk to a human,CUST1129,positive,False,
C1181,2025-04-24 17:56:23.513817,A110,Team_1,S11,Start>Account,373,True,False,Can I cancel my service?,CUST9958,positive,True,ambiguous_query
C1182,2025-04-26 14:07:24.992711,A125,Team_5,S13,Start>Sales>Agent,808,False,True,Can I cancel my service?,CUST4990,positive,False,
C1183,2025-04-15 08:30:28.800514,A115,Team_4,S12,Start>Billing>Agent,299,True,True,How do I change my plan?,CUST7977,neutral,False,
C1184,2025-04-01 22:38:22.909289,A105,Team_5,S11,Start>Account>Agent,671,True,True,Where is my refund?,CUST3286,positive,False,
C1185,2025-04-15 00:46:01.166879,A102,Team_3,S11,Start>Account,529,False,False,What is this extra charge?,CUST8546,positive,True,no_input
C1186,2025-04-19 19:44:39.324814,A128,Team_2,S12,Start>Account>Agent,142,True,True,I want to update my account details,CUST4331,neutral,True,
C1187,2025-04-05 10:58:52.048511,A121,Team_5,S12,Start>Billing>Agent,548,True,True,I want to talk to a human,CUST2636,neutral,False,
C1188,2025-04-19 15:15:27.373445,A129,Team_4,S13,Start>Sales,783,True,False,My internet isn’t working,CUST7350,positive,True,ambiguous_query
C1189,2025-04-27 15:04:43.826569,A124,Team_3,S12,Start>Sales>Agent,671,False,True,My service is down,CUST2174,positive,True,
C1190,2025-04-12 04:59:07.549621,A128,Team_5,S11,Start>TechSupport,437,False,False,I want to talk to a human,CUST9215,negative,False,no_match
C1191,2025-04-21 07:54:28.628918,A120,Team_2,S11,Start>Sales,252,True,False,I want to update my account details,CUST5946,neutral,False,ambiguous_query
C1192,2025-04-02 18:15:30.227923,A120,Team_2,S13,Start>Billing,351,False,False,How do I change my plan?,CUST8875,positive,False,no_input
C1193,2025-04-05 17:43:58.302012,A105,Team_4,S14,Start>TechSupport>Agent,536,True,True,I want to talk to a human,CUST2661,neutral,False,
C1194,2025-04-06 02:24:08.818939,A105,Team_3,S11,Start>Agent,453,False,True,I need help with my bill,CUST8964,neutral,False,
C1195,2025-04-13 13:32:50.325042,A124,Team_1,S12,Start>Sales>Agent,324,True,True,Where is my refund?,CUST8377,neutral,False,
C1196,2025-04-30 07:22:01.732786,A127,Team_5,S12,Start>TechSupport>Agent,864,True,True,How do I change my plan?,CUST9711,neutral,True,
C1197,2025-04-28 16:15:50.964630,A100,Team_3,S14,Start>Account>Agent,262,False,True,How do I change my plan?,CUST1795,neutral,True,
C1198,2025-04-03 19:15:50.184440,A127,Team_4,S13,Start>Account,111,False,False,I can't log in,CUST7974,positive,False,no_match
C1199,2025-04-29 18:18:15.026488,A117,Team_3,S11,Start>Account>Agent,425,False,True,I need help with my bill,CUST8319,positive,True,
C1200,2025-04-14 05:11:49.295487,A111,Team_1,S14,Start>Sales>Agent,314,True,True,My internet isn’t working,CUST9765,positive,True,
C1201,2025-04-03 09:55:32.062462,A113,Team_3,S12,Start>Sales,765,True,False,My service is down,CUST8510,positive,False,complex_request
C1202,2025-04-13 04:55:48.232960,A101,Team_2,S14,Start>TechSupport>Agent,451,True,True,I want to talk to a human,CUST5947,neutral,True,
C1203,2025-04-20 07:51:53.971788,A123,Team_3,S10,Start>Sales>Agent,179,True,True,Where is my refund?,CUST5275,negative,True,
C1204,2025-04-26 23:54:54.067197,A111,Team_5,S13,Start>TechSupport,838,False,False,I can't log in,CUST4042,positive,True,
C1205,2025-04-30 20:21:15.569858,A112,Team_2,S12,Start>Account>Agent,65,False,True,I want to update my account details,CUST1306,neutral,True,
C1206,2025-04-17 08:04:04.605510,A108,Team_4,S14,Start>Account,159,True,False,I want to update my account details,CUST1296,neutral,True,no_match
C1207,2025-04-18 06:25:08.787290,A119,Team_3,S14,Start>Sales,662,False,False,Where is my refund?,CUST6386,neutral,False,
